날짜,제품명,마케팅채널,마케팅비용,노출수,클릭수,전환수
2023-12-29,프로 스피커 Air,Blog,243287,38474,1181,597
2023-12-22,퓨처 센서 Max,Blog,477524,32154,2234,1170
2023-02-27,프로 태블릿 X,Facebook,136117,13530,1771,1032
2023-05-22,에코 모니터 Pro10,Facebook,418443,61446,2984,3
2023-04-06,에코 메모리 Pro1,Instagram,12705,24631,4037,3470
2023-07-10,기가 모니터 Max,Google Ads,13014,77672,3585,2044
2023-09-11,AI 플랫폼 Air4,Naver Ads,121177,62249,643,100
2023-08-28,AI 글래스 Max,Facebook,153867,90324,9317,647
2023-07-17,AI 플랫폼 Air4,YouTube,137482,14817,7948,7035
2023-09-28,고성능 플랫폼 Go4,Naver Ads,361517,73701,171,131
2023-12-07,네오 가습기 Go,Naver Ads,306049,83676,8778,1809
2023-10-03,AI 프로젝터 Pro,Blog,77428,8853,1422,813
2023-12-31,프로 메모리 X,Instagram,214507,88658,9054,5129
2023-07-22,울트라 로봇청소기,Naver Ads,169478,34817,4641,1742
2023-06-26,스마트 프로젝터 X,YouTube,41794,50347,5480,30
2023-10-11,프로 태블릿 X,Blog,442401,64204,7937,4367
2023-10-08,퓨처 워치 Plus,Google Ads,43648,27846,6149,3684
2023-04-22,AI 태블릿 SE,Instagram,352555,67993,6341,5214
2023-04-06,프로 키보드 Plus,Blog,431473,56798,5081,516
2023-10-11,네오 시스템 X7,Facebook,273717,28909,9274,6046
2023-03-25,퓨처 가습기 Max4,Blog,347218,1654,1654,1168
2023-06-05,퀀텀 프로젝터 Max,Blog,171206,33534,8247,6539
2023-10-07,AI 글래스 Max,Blog,23307,43600,5484,1098
2023-05-29,무선 메모리 Lite7,Blog,322432,87047,3319,572
2023-08-23,기가 태블릿 Max,Instagram,158810,89259,2957,1372
2023-09-06,네오 워치 Pro,Facebook,339928,12743,8052,5400
2023-05-01,하이퍼 워치 Go,Naver Ads,497420,80961,4667,1854
2023-09-21,스마트 스피커 Pro3,YouTube,343669,53938,794,68
2023-12-05,퀀텀 카메라 Pro,YouTube,440681,66648,817,539
2023-04-28,프로 센서 Plus3,Instagram,196050,13698,1048,189
2023-02-25,고성능 스피커 Pro,Instagram,469987,41108,613,237
2023-03-06,고성능 모니터 Z,Instagram,408110,2185,2185,1420
2023-11-25,에코 태블릿 Z10,YouTube,338703,83243,6172,3623
2023-04-19,퀀텀 시스템 Go9,Instagram,376159,57933,2577,1335
2023-08-16,기가 메모리 SE,YouTube,115491,58585,2492,1870
2023-01-21,무선 로봇청소기 Plus,Facebook,41033,27265,4929,38
2023-09-02,AI 스피커 Z,YouTube,106483,89623,1442,1167
2023-09-14,프로 워치 Max,YouTube,142376,98430,3358,2859
2023-03-26,무선 노트북 Air10,Google Ads,60659,57019,8280,3334
2023-10-09,기가 프로세서 Plus9,Google Ads,36416,13645,5986,1115
2023-02-21,네오 시스템 X7,YouTube,36474,97785,8251,1683
2023-06-17,하이퍼 마우스 Plus,Google Ads,338049,19621,128,98
2023-12-26,퀀텀 충전기 Plus,Google Ads,60016,55040,5012,4905
2023-06-19,기가 메모리 Ultra9,Blog,428811,51405,8708,2594
2023-07-28,무선 충전기 Max2,Google Ads,154781,23464,4066,2327
2023-05-17,무선 플랫폼 Ultra,Blog,437065,29053,6255,2295
2023-05-04,하이퍼 글래스 Ultra7,Instagram,101558,89984,5583,2080
2023-11-29,울트라 드론,Instagram,347792,3899,3899,2918
2023-12-25,AI 프로젝터 Pro4,Facebook,139085,92530,3174,2216
2023-09-15,네오 프로세서 Max10,Facebook,478239,18591,2563,1274
2023-03-25,퓨처 드론 Plus,Blog,254368,32246,1113,215
2023-01-23,에코 글래스 SE9,Blog,310071,22770,4739,2564
2023-05-08,울트라 태블릿 SE,Facebook,58798,57315,4911,1108
2023-12-17,에코 센서 Max6,Google Ads,463175,85924,3375,1279
2023-09-28,무선 가습기 SE,YouTube,307151,20249,2800,1312
2023-03-06,퀀텀 노트북 X,Naver Ads,454419,18513,3521,564
2023-11-30,울트라 솔루션 Ultra2,Naver Ads,442626,9102,211,97
2023-06-03,울트라 허브 Z,Naver Ads,127425,12065,2017,715
2023-02-07,프로 충전기 Z,Google Ads,164378,72656,3162,1169
2023-03-29,기가 키보드 Air3,Blog,321036,91545,9023,1235
2023-01-04,무선 로봇청소기 Plus,Facebook,371207,66681,8807,6132
2023-02-11,퓨처 가습기 Ultra,Google Ads,111246,62210,7335,979
2023-04-12,기가 워치 Air,Naver Ads,18105,47090,7744,604
2023-08-30,울트라 프로젝터,Blog,188431,94603,5285,3303
2023-07-24,무선 센서 Pro,Blog,260107,45997,8808,1766
2023-01-15,기가 노트북 Max9,Instagram,489556,93151,6372,2168
2023-01-21,AI 시스템 Max1,Blog,471688,27064,924,63
2023-09-15,AI 메모리 X1,Google Ads,130245,3961,3961,743
2023-07-20,에코 스피커 Lite,Facebook,363239,62793,2511,1526
2023-10-18,네오 태블릿 Plus10,Blog,401512,53098,4035,3282
2023-12-02,네오 허브,Naver Ads,246492,61386,7116,6472
2023-03-17,울트라 센서,Facebook,177607,96836,8575,7738
2023-05-08,에코 플랫폼 Pro,Google Ads,59087,49714,772,736
2023-11-07,프로 마우스 Lite8,Instagram,377076,53849,781,777
2023-11-16,네오 센서 Go,YouTube,157874,34080,1101,207
2023-03-09,퀀텀 드론 Max3,Blog,190198,57543,2635,1800
2023-06-10,무선 허브 Z,YouTube,288653,48321,936,583
2023-01-21,에코 허브 Lite7,YouTube,494928,71229,9633,1130
2023-04-23,스마트 프로세서 Lite9,Instagram,287464,1308,1308,910
2023-10-17,울트라 드론 Z,Naver Ads,313725,29342,4466,1424
2023-02-14,하이퍼 센서 Ultra9,Blog,277003,33246,8219,8041
2023-01-24,하이퍼 허브 Plus,Instagram,159582,20799,9977,7447
2023-04-02,기가 노트북 Go,Google Ads,11739,27204,9635,2874
2023-03-10,퓨처 솔루션,Facebook,182204,71817,2794,1595
2023-10-20,무선 플랫폼 Pro6,Instagram,467370,56912,1460,1115
2023-05-02,하이퍼 카메라 Pro,Instagram,23843,45583,2904,107
2023-01-13,울트라 키보드 Max9,Naver Ads,231141,37826,3785,2607
2023-07-12,무선 허브 Ultra,Facebook,234212,47764,8844,1816
2023-12-19,네오 프로세서 Max10,Blog,263129,27155,6814,2198
2023-04-29,울트라 노트북 Lite3,Blog,143395,56356,283,14
2023-02-02,울트라 드론 Z,Google Ads,21074,33418,6741,5983
2023-08-15,기가 태블릿 Max,Naver Ads,449597,54674,9024,7680
2023-09-26,하이퍼 시스템 SE9,Instagram,135379,69024,254,144
2023-09-29,하이퍼 스피커 Go,Naver Ads,454561,87930,9789,1739
2023-09-10,고성능 카메라 SE,Instagram,27536,21828,6392,2647
2023-07-09,에코 글래스 SE9,YouTube,360855,49067,126,66
2023-04-01,퓨처 키보드 Max10,Facebook,185413,87502,8360,5686
2023-09-22,하이퍼 플랫폼,Blog,14773,66286,6709,6107
2023-04-21,프로 충전기 Z,Instagram,412020,81706,4476,33
2023-07-11,하이퍼 카메라 Air4,Facebook,255533,52458,3495,2933
2023-10-03,울트라 스피커 Z10,Instagram,281180,42238,190,102
2023-06-08,프로 센서 Plus3,Facebook,313656,87973,5700,2099
2023-04-15,스마트 프로젝터 Pro4,Instagram,113426,7697,3560,2722
2023-11-11,프로 메모리 X,Google Ads,246553,77728,9372,2337
2023-01-31,기가 충전기 Ultra,Blog,436344,57870,426,395
2023-02-20,무선 글래스 Lite,Google Ads,21610,56432,5320,759
2023-12-09,기가 메모리 X,Google Ads,94848,98709,5539,2451
2023-08-04,퀀텀 드론 Max3,Google Ads,473462,40482,6507,2604
2023-05-26,퓨처 허브 X8,Instagram,44334,45974,1611,1104
2023-12-29,기가 태블릿 Max,Facebook,251371,86693,7993,1656
2023-12-25,기가 충전기 Ultra,Blog,135964,28602,7367,1463
2023-01-27,퀀텀 센서 Pro,Naver Ads,479083,60950,7012,4904
2023-01-02,네오 이어폰 Ultra,Naver Ads,174661,47597,9249,8341
2023-10-31,퀀텀 태블릿 Z,Facebook,80249,49713,4280,3279
2023-03-25,퓨처 허브 Air,Google Ads,348172,17377,8237,4973
2023-10-24,퓨처 가습기 Ultra,YouTube,177488,18189,8931,8208
2023-12-11,퀀텀 카메라 Pro,YouTube,192850,24973,2736,549
2023-12-09,퓨처 스피커 SE,YouTube,268143,90786,9742,3604
2023-01-14,기가 플랫폼 Max,Google Ads,449109,47884,7519,3643
2023-07-05,울트라 모니터 Lite2,Naver Ads,165462,86916,6862,3748
2023-06-24,하이퍼 이어폰 Go,YouTube,30308,79347,4105,1597
2023-09-06,퀀텀 로봇청소기 Go,Google Ads,259247,8854,134,55
2023-06-06,AI 시스템 Pro3,YouTube,416393,31443,5905,3056
2023-04-06,AI 스피커 Lite,Blog,199352,6019,4607,4363
2023-12-17,퓨처 로봇청소기 Pro,YouTube,171195,63145,9092,3254
2023-06-18,프로 마우스 Plus,Facebook,340838,22038,4498,4316
2023-01-06,울트라 스피커 Lite,YouTube,465308,47461,1704,611
2023-06-21,네오 프로세서 Max10,YouTube,379752,19026,1154,559
2023-01-10,무선 드론,Instagram,87621,57021,3426,2573
2023-08-06,에코 카메라 Plus3,Google Ads,40751,8338,4810,3811
2023-09-30,에코 글래스 Max,Instagram,369000,76897,7132,2841
2023-01-02,하이퍼 가습기 Lite,Facebook,111786,58468,1259,878
2023-05-25,퀀텀 가습기 SE,Naver Ads,420615,36824,4566,580
2023-12-29,에코 프로젝터 SE,Instagram,31152,58089,9442,4403
2023-06-29,기가 메모리 Ultra9,YouTube,353790,90649,2224,1033
2023-02-28,스마트 이어폰 Pro3,Facebook,82728,13293,8204,220
2023-11-13,고성능 워치 Max,YouTube,76646,13397,9779,5470
2023-03-31,하이퍼 카메라 Pro,Google Ads,44684,87560,415,212
2023-01-11,퀀텀 태블릿 Plus,Google Ads,23246,40494,9065,1607
2023-11-28,하이퍼 로봇청소기 Z10,Blog,436373,22368,3911,1303
2023-02-27,프로 드론 Max10,YouTube,147484,56584,1989,979
2023-11-04,기가 플랫폼 Plus,Blog,393998,2917,2917,1083
2023-11-09,네오 마우스 Plus,Facebook,377244,54160,6219,5335
2023-10-25,스마트 플랫폼 Lite,Google Ads,297010,46299,3940,282
2023-03-04,프로 마우스 Lite8,Naver Ads,484446,72920,8607,7781
2023-12-13,AI 프로세서 Plus3,Naver Ads,72309,57578,2541,1543
2023-10-04,퓨처 로봇청소기 Pro,Naver Ads,416511,76603,8078,5649
2023-01-09,네오 프로세서 Max10,Instagram,27796,20451,2961,280
2023-01-15,프로 워치 Z5,Facebook,82309,77862,5538,2064
2023-09-07,울트라 스피커 Lite,Instagram,181411,40831,9032,7359
2023-03-28,퀀텀 솔루션 SE8,YouTube,355308,22808,9131,616
2023-04-23,에코 로봇청소기 Lite8,YouTube,90029,69647,9788,1253
2023-03-18,AI 프로세서 Plus3,Instagram,171474,98179,4912,2189
2023-07-03,하이퍼 카메라 Pro,Instagram,119536,37516,8065,79
2023-05-24,AI 태블릿 SE,Google Ads,30018,93193,6297,1073
2023-12-29,스마트 노트북 Pro,Facebook,488979,48027,4123,1071
2023-09-24,프로 충전기 Z,Blog,342581,76697,2808,896
2023-12-27,에코 프로젝터 X5,Instagram,194478,41006,8442,3099
2023-09-29,고성능 마우스 Air4,Google Ads,287456,34512,9516,5580
2023-03-05,무선 키보드 Plus8,Naver Ads,193825,4840,557,95
2023-05-05,울트라 모니터 X,YouTube,195061,33183,3300,2848
2023-06-22,프로 드론 Max10,Facebook,156462,93927,4302,1283
2023-03-19,네오 마우스 Pro,Google Ads,26765,32804,7854,3297
2023-06-21,에코 메모리 Lite1,Instagram,491322,87611,4983,4704
2023-12-01,에코 카메라 Plus3,Naver Ads,289895,70194,8962,2613
2023-11-30,울트라 솔루션 Plus8,Facebook,150099,95219,4480,1880
2023-11-08,에코 충전기 SE5,Blog,439953,38810,5411,4831
2023-08-09,네오 충전기 Air,Blog,443311,11984,144,53
2023-04-04,퓨처 로봇청소기 Air5,Naver Ads,190032,34570,608,184
2023-12-20,무선 드론,Google Ads,488349,26629,5475,1693
2023-03-03,무선 로봇청소기 Plus,Naver Ads,121160,72366,4793,4159
2023-04-11,스마트 프로세서 Lite9,Google Ads,379098,9396,7157,1302
2023-05-19,퓨처 드론 Plus,Facebook,146842,56229,7658,1935
2023-09-28,스마트 플랫폼 Lite,Naver Ads,346969,57565,3532,2369
2023-08-23,고성능 스피커 Pro,YouTube,270802,54391,6235,5769
2023-10-25,하이퍼 프로젝터 Pro10,Google Ads,402242,93114,950,848
2023-06-07,네오 마우스 X3,Facebook,472137,39447,2795,437
2023-12-01,네오 카메라 Go,Facebook,349764,49738,4954,1385
2023-09-25,에코 로봇청소기 Ultra5,Naver Ads,465414,81476,1428,888
2023-12-29,기가 충전기 Ultra,Blog,403271,54542,7268,371
2023-08-28,에코 글래스 SE9,YouTube,76228,85988,3953,1538
2023-10-21,스마트 마우스 Lite,Facebook,428751,81669,7996,1033
2023-09-25,하이퍼 노트북 Max2,YouTube,210446,27112,7807,3882
2023-03-04,울트라 솔루션 Ultra2,Blog,278053,6353,6353,5381
2023-02-19,프로 드론 Lite,Naver Ads,432760,53742,7257,1332
2023-12-06,고성능 마우스 Z,Instagram,309764,61887,9403,621
2023-08-22,기가 플랫폼 Plus,Google Ads,100235,61164,5611,60
2023-03-14,울트라 카메라 X,Instagram,134162,5217,5217,115
2023-10-26,네오 허브 Go,Naver Ads,172492,12613,7779,2078
2023-10-31,무선 스피커,Google Ads,390652,55855,7832,5696
2023-08-27,무선 스피커,Facebook,173043,9076,4814,447
2023-09-02,기가 플랫폼 Air,Blog,104136,31151,3542,293
2023-05-23,퓨처 로봇청소기 Air5,Google Ads,473882,29712,8452,1824
2023-08-29,스마트 드론 Ultra,Google Ads,257544,6270,6270,1084
2023-03-11,울트라 솔루션 Lite,Blog,404333,79135,7726,6475
2023-08-22,스마트 허브 Plus,YouTube,261674,37126,4347,93
2023-06-01,프로 드론 Lite,Instagram,159506,41741,6532,73
2023-11-21,네오 키보드 Pro9,Blog,158171,73451,1428,563
2023-05-06,울트라 센서,Blog,46764,71523,7071,1185
2023-12-28,무선 가습기 Z,Facebook,234508,67558,8513,8394
2023-05-11,울트라 메모리 Air5,Blog,169504,22272,6300,912
2023-03-24,AI 로봇청소기 Max10,YouTube,480862,79381,8090,4823
2023-03-05,네오 허브 Go9,Blog,68434,34423,6145,5753
2023-06-03,프로 플랫폼 Plus,Naver Ads,165722,1492,1492,208
2023-04-21,퀀텀 스피커 Max5,Naver Ads,188261,15278,1654,378
2023-07-15,하이퍼 글래스 Lite10,Blog,456145,44368,9754,3251
2023-02-07,고성능 이어폰 Go3,Naver Ads,125911,94926,1793,710
2023-01-18,퓨처 허브 X8,Google Ads,442358,34717,5212,1868
2023-11-17,무선 가습기 SE,Naver Ads,326629,15820,6034,3837
2023-04-03,퀀텀 플랫폼 Lite,Google Ads,287343,28562,7050,3137
2023-11-28,기가 노트북 SE7,Facebook,12259,43142,5105,3042
2023-03-20,AI 솔루션 X8,Facebook,42418,67246,2038,392
2023-05-13,에코 마우스 Plus7,Facebook,116877,62721,7569,1327
2023-02-24,무선 스피커 Pro,Facebook,469479,39444,6480,3270
2023-05-15,울트라 드론 Air,Blog,190574,16842,3323,2792
2023-11-25,AI 충전기,YouTube,359817,84671,175,79
2023-10-23,스마트 드론 Pro8,Instagram,23604,77325,9384,1175
2023-01-26,퀀텀 센서,Blog,201928,3724,3724,2057
2023-12-31,스마트 허브 Plus,Instagram,251764,77258,197,151
2023-09-26,퓨처 태블릿 Go10,Instagram,427156,49844,7350,1457
2023-12-23,울트라 키보드 Go5,Blog,34453,15649,3912,911
2023-12-15,무선 스피커 Pro,Blog,372120,70186,4012,2225
